sep=,
"Network","Page Name","Published time (America/Los_Angeles)","Post Type","Placement","Dark","Promoted","Reshare","Post text","Post URL","Post ID","Impressions","Engagements","Reach","Video views","Engagement rate (reach)","Shares"
"INSTAGRAM","Impact Networking","2026-01-20 10:04:22","REELS","REELS","No","No","No","The Edge is worth raising a glass to. 🥂  Our business insights newsletter breaks down tech, leadership, and trends all in one place, so you don't have to drown your inbox anymore.  Best part... it's an easy read in 3 minutes or less.  Tap the link in our bio to subscribe. You deserve a newsletter that respects your time.","https://www.instagram.com/reel/DTvecBHkRbb/","18111331372628003","229","6","100","-","6","0","Lead Gen"
"LINKEDIN","Impact Networking, LLC","2026-01-20 08:15:03","LINK","Timeline","-","-","No","If your week is packed and you don't have time to sift through endless reports and whitepapers, let The Edge do the heavy lifting for you!  Each monthly edition gives you: 🔺 Clear insights on the trends shaping modern business 🔺 Practical guidance on AI, tech adoption, and business transformation 🔺 Leadership takeaways you can immediately put into practice 🔺 Content like blogs, videos, and webinars curated exclusively for decision-makers  It's the easiest way to stay informed and stay ahead, without stressing over time.  Subscribe on LinkedIn https://lnkd.in/g\_aenQ8V","https://www.linkedin.com/feed/update/urn:li:share:7417968505242963968","urn:li:share:7417968505242963968","1703","6","1161","-","0.52","0"
"LINKEDIN","Impact Networking, LLC","2026-01-15 08:00:42","IMAGE","Timeline","-","-","No","Many teams use AI, but very few feel confident they use it well.  In our upcoming webinar, our experts talk about the moment when AI stops being ""just another tool"" and starts helping teams make better decisions.  Join @[Anna DeGiulio](urn:li:person:qEdVtqOKPQ), Senior AI Product Manager, and @[Mike Noonan](urn:li:person:RUpPqmT358), Principal AI Consultant, for a practical conversation on what that shift looks like and a live reflection on where your organization truly stands with AI.  It's all happening Wednesday, February 18th at 11am CT. Grab your spot at https://hubs.ly/Q03-H75w0 {hashtag|\#|AIWebinar} {hashtag|\#|AI} {hashtag|\#|AITips}","https://www.linkedin.com/feed/update/urn:li:share:7417596600631615488","urn:li:share:7417596600631615488","1325","32","738","-","4.34","11"
"TWITTER","Impact Networking","2026-01-15 08:00:36","IMAGE","Timeline","-","No","No","Is your team truly leveraging AI, or just scratching the surface?   Join Anna DeGiulio &amp; Mike Noonan for a live webinar on real-world AI adoption, Feb 18, 11am CT.   Don’t miss out: https://t.co/1OigxibSYE  #AIWebinar #AI #TechLeadership https://t.co/Gt0zeC7bKY","https://twitter.com/ImpactMyBiz/status/2011830887504039969","2011830887504039969","13","0","-","-","-","0"
"PINTEREST","Impact Networking | Essential Business Solutions","2026-01-14 13:01:10","IMAGE","Timeline","-","No","-","Gen Z buying power is rising fast... here’s what influences their decisions, from authenticity to short-form video.   Learn the key trends shaping Gen Z consumer behavior in our blog.","https://pinterest.com/pin/77757531063565334/","77757531063565334","579","4","-","-","-","-"
"INSTAGRAM","Impact Networking","2026-01-14 09:08:18","REELS","REELS","No","No","No","AI isn't magic. It's a tool.    And the real opportunity with AI is the strategy behind it, which is why our experts approach AI with process in mind first.    They’ve been helping businesses rethink how work gets done for almost two and a half decades, two of which were spent applying AI inside our own operations before bringing it to you.   Real results come from understanding your processes, your people, and where tech can actually support better decisions.   If you’re exploring AI but unsure where to get started, head to the link in our bio. 🔗⤴️  #AIConsulting #AI #AIServices","https://www.instagram.com/reel/DTf6v2BjB-0/","18100106872851260","422","19","324","-","5.86","0","","","","","","","","","","AI Launch 26"
"LINKEDIN","Impact Networking, LLC","2026-01-14 07:32:54","VIDEO","Timeline","-","-","No","AI isn't magic. It's a tool.    And the real opportunity with AI is the strategy behind it, which is why our experts approach AI with process in mind first.    They’ve been helping businesses rethink how work gets done for almost two and a half decades, two of which were spent applying AI inside our own operations before bringing it to you.   Real results come from understanding your processes, your people, and where tech can actually support better decisions.   If you’re exploring AI but unsure where to get started, head to https://hubs.ly/Q03-GQ0Q0 and learn more.","https://www.linkedin.com/feed/update/urn:li:ugcPost:7417227215806943232","urn:li:ugcPost:7417227215806943232","1397","34","838","742","4.06","9"
"YOUTUBE","Impact My Biz","2026-01-14 07:31:08","SHORT","Timeline","-","No","-","AI isn't magic. It's a tool.    And the real opportunity with AI is the strategy behind it, which is why our experts approach AI with process in mind first.    They’ve been helping businesses rethink how work gets done for almost two and a half decades, two of which were spent applying AI inside our own operations before bringing it to you.   Real results come from understanding your processes, your people, and where tech can actually support better decisions.   If you’re exploring AI but unsure where to get started, head to https://hubs.ly/Q03-GLKG0 and learn more.","https://www.youtube.com/shorts/Qz1OUe0VX3E","Qz1OUe0VX3E","45","3","-","45","-","1"
"TWITTER","Impact Networking","2026-01-14 07:30:55","VIDEO","Timeline","-","No","No","AI isn't magic. It's a tool.    And the real opportunity with AI is the strategy behind it, which is why our experts approach AI with process in mind first.    If you’re exploring AI but unsure where to get started, head to https://t.co/3n0jUblyLP and learn more. https://t.co/qAPEAiBxK3","https://twitter.com/ImpactMyBiz/status/2011461030082236452","2011461030082236452","16","0","-","5","-","0"
"INSTAGRAM","Impact Networking","2026-01-12 13:32:05","REELS","REELS","No","No","No","Successful teams are built when everyone feels aligned and heard. The moment conversations slip into side groups and “he said/she said,” trust starts shrinking.  If your teams start to split, it's time to hit pause ⏸️, rewind ⏪, and realign. 🤝   If this resonates, there's a full conversation that breaks down strategies behind building strong, fully-aligned teams on our LinkedIn page. Check it out at the link in our bio. 🔗⤴️","https://www.instagram.com/reel/DTbQJNoEd09/","18071071781622411","480","17","352","-","4.83","0","","","","","","","Thought Leadership"
"LINKEDIN","Impact Networking, LLC","2026-01-12 13:31:12","VIDEO","Timeline","-","-","No","Successful teams are built when everyone feels aligned and heard. The moment conversations slip into side groups and “he said/she said,” trust starts shrinking.  Our Executive Leadership Team dove into what they've learned about leading through change over the years: what worked, what didn’t, and how leaders like you can guide teams more effectively.  In the full conversation, you'll learn: ♦️ How upcoming leaders can use a 30-60-90 approach to understand a company before driving change ♦️ Applying a listen, learn, lead mindset to build trust ♦️ Where AI fits in and why the human element still matters most  If you’re navigating growth, leadership changes, or organizational alignment, the full session is worth a watch.  Catch the entire conversation on our LinkedIn page at https://hubs.ly/Q03-thGz0  ","https://www.linkedin.com/feed/update/urn:li:ugcPost:7416592609726357504","urn:li:ugcPost:7416592609726357504","1719","34","1036","651","3.28","4"
"YOUTUBE","Impact My Biz","2026-01-12 08:00:36","SHORT","Timeline","-","No","-","Successful teams are built when everyone feels aligned and heard. The moment conversations slip into side groups and “he said/she said,” trust starts shrinking.  If your teams start to split, it's time to hit pause ⏸️, rewind ⏪, and realign. 🤝   If this resonates, there's a full conversation that breaks down strategies behind building strong. fully-aligned teams on our LinkedIn page. Check it out at https://hubs.ly/Q03-mLlJ0","https://www.youtube.com/shorts/rxXMLz0dKr4","rxXMLz0dKr4","180","1","-","180","-","0"
"TWITTER","Impact Networking","2026-01-12 08:00:07","VIDEO","Timeline","-","No","No","Healthy teams thrive on clarity, not side conversations.  If your people start splitting into camps, hit pause and realign. 🤝  Want more leadership insights? Our full LinkedIn Live conversation is up on our LinkedIn page. Check it out at https://t.co/tunsgB6pTI https://t.co/J6GSt4Yz5g","https://twitter.com/ImpactMyBiz/status/2010743602213802407","2010743602213802407","16","0","-","7","-","0"
"PINTEREST","Impact Networking | Essential Business Solutions","2026-01-07 18:01:10","IMAGE","Timeline","-","No","-","The future of marketing is here: AI, personalization, data privacy, and trust.   Explore the top marketing trends that'll change the game in 2026 by visiting our blog.","https://pinterest.com/pin/77757531063541978/","77757531063541978","40","1","-","-","-","-"
"INSTAGRAM","Impact Networking","2026-01-06 09:13:38","IMAGE","Timeline","No","No","No","""Grow the business"" sounds simple... until you look under the surface. 👀  Most of the hard work is invisible and most of the progress happens long before the big wins.  If business growth is a goal of yours in 2026, know that you don't have to do it all alone. There are partners, frameworks, and support systems designed to make the weight lighter.  We're here to make growth easier for you in the new year. Just head to the link in our bio and get started. 🔗⤴️","https://www.instagram.com/p/DTLV0vFCHHa/","17935863459130173","332","15","195","-","7.69","0","","brand-awareness"
"LINKEDIN","Impact Networking, LLC","2026-01-06 08:30:12","POLL","Timeline","-","-","No","Welcome 2026! 🎉  Everybody is making their plans for the new year, so we want to know...","https://www.linkedin.com/feed/update/urn:li:ugcPost:7411471621384802305","urn:li:ugcPost:7411471621384802305","1421","7","1008","-","0.69","1"
"TWITTER","Impact Networking","2026-01-06 07:29:59","LINK","Timeline","-","No","No","Everyone says, “we’re going to grow next year.”  But the real growth has to happen below the surface.  If you’re ready to take some of the weight off your team’s shoulders and make growth easier this year, we’re ready: https://t.co/ImhOkDq1XV","https://twitter.com/ImpactMyBiz/status/2008561691542319567","2008561691542319567","9","0","-","-","-","0"
"INSTAGRAM","Impact Networking","2026-01-05 08:02:31","REELS","REELS","No","No","No","“We know we should be using AI… we just don’t know how.”   That’s the most common thing we hear.   So we launched AI Consulting to help teams get clarity on where AI actually fits in their systems… without adding more tools or headaches.  #AIServices #AIConsulting #AI","https://www.instagram.com/reel/DTIouzBik4C/","18541062340051557","436","31","330","-","9.39","1","","","","","","","","","","AI Launch 26"
"LINKEDIN","Impact Networking, LLC","2026-01-05 08:02:09","VIDEO","Timeline","-","-","No","One of the most common things we heard people say about AI in 2025 was “we know we should be using it, but we just don’t know how.”  To answer this question, we’re launching AI Consulting services to give teams clarity on where AI actually fits in their systems.   Our approach is simple: we look at how work really happens, then design AI to support it.   It’s for teams that want AI to make their lives easier instead of just piling on more tools, processes, or headaches.  Get clarity on AI at https://hubs.ly/Q03Zj04T0  {hashtag|\#|AIServices} {hashtag|\#|AIConsulting} {hashtag|\#|AI}","https://www.linkedin.com/feed/update/urn:li:ugcPost:7413973085751586816","urn:li:ugcPost:7413973085751586816","2674","72","1441","1042","5","17"
"TWITTER","Impact Networking","2026-01-05 08:00:26","VIDEO","Timeline","-","No","No","“We know we should be using AI… we just don’t know how.”   That’s why we launched AI Consulting to help teams get clarity on where AI actually fits without adding issues.   Get clarity on AI at https://t.co/Xt9ugwwDCZ  #AIServices #AIConsulting #AI https://t.co/v71dn88QOp","https://twitter.com/ImpactMyBiz/status/2008206969656545691","2008206969656545691","37","2","-","7","-","0"
"YOUTUBE","Impact My Biz","2026-01-05 08:00:24","SHORT","Timeline","-","No","-","“We know we should be using AI… we just don’t know how.”   That’s the most common thing we hear.   So we launched AI Consulting to help teams get clarity on where AI actually fits in their systems… without adding more tools or headaches.   Get clarity on AI at https://hubs.ly/Q03Zj7Db0  #AIServices #AIConsulting #AI","https://www.youtube.com/shorts/4N_3eIE-E7I","4N_3eIE-E7I","118","2","-","118","-","0"
